Gene	Path	PathDesc
K00669	ko00380	Tryptophan metabolism
K00669	ko01100	Metabolic pathways
K05407	ko04060	Cytokine-cytokine receptor interaction
K05407	ko04062	Chemokine signaling pathway
K06256	ko04512	ECM-receptor interaction
K06256	ko04640	Hematopoietic cell lineage
K06256	ko05131	Shigellosis
K06256	ko05169	Epstein-Barr virus infection
K06256	ko05205	Proteoglycans in cancer
K06256	ko05206	MicroRNAs in cancer
K03376	ko00604	Glycosphingolipid biosynthesis - ganglio series
K03376	ko01100	Metabolic pathways
K15487	ko05134	Legionellosis
K12591	ko03018	RNA degradation
K05307	ko00730	Thiamine metabolism
K05307	ko01100	Metabolic pathways
K00203	ko00680	Methane metabolism
K00203	ko01100	Metabolic pathways
K00203	ko01120	Microbial metabolism in diverse environments
K00203	ko01200	Carbon metabolism
K00962	ko00230	Purine metabolism
K00962	ko00240	Pyrimidine metabolism
K00962	ko03018	RNA degradation
K14017	ko04141	Protein processing in endoplasmic reticulum
K01875	ko00970	Aminoacyl-tRNA biosynthesis
K06104	ko04530	Tight junction
K16256	ko00680	Methane metabolism
K16256	ko01120	Microbial metabolism in diverse environments
K00560	ko00240	Pyrimidine metabolism
K00560	ko00670	One carbon pool by folate
K00560	ko01100	Metabolic pathways
K00560	ko01523	Antifolate resistance
K12810	ko05130	Pathogenic Escherichia coli infection
K05463	ko04360	Axon guidance
K05551	ko00253	Tetracycline biosynthesis
K05551	ko01056	Biosynthesis of type II polyketide backbone
K05551	ko01130	Biosynthesis of antibiotics
K10773	ko03410	Base excision repair
K13494	ko00908	Zeatin biosynthesis
K13494	ko01110	Biosynthesis of secondary metabolites
K20670	ko04624	Toll and Imd signaling pathway
K15465	ko04137	Mitophagy - animal
K02918	ko03010	Ribosome
K06100	ko03015	mRNA surveillance pathway
K06100	ko04530	Tight junction
K19476	ko04144	Endocytosis
K00804	ko00900	Terpenoid backbone biosynthesis
K00804	ko01100	Metabolic pathways
K00804	ko01110	Biosynthesis of secondary metabolites
K00804	ko01130	Biosynthesis of antibiotics
K03852	ko00430	Taurine and hypotaurine metabolism
K15961	ko01057	Biosynthesis of type II polyketide products
K15961	ko01130	Biosynthesis of antibiotics
K09657	ko00513	Various types of N-glycan biosynthesis
K09657	ko01100	Metabolic pathways
K22081	ko00680	Methane metabolism
K22081	ko01120	Microbial metabolism in diverse environments
K16690	ko04013	MAPK signaling pathway - fly
K16690	ko04391	Hippo signaling pathway - fly
K19806	ko04011	MAPK signaling pathway - yeast
K00082	ko00740	Riboflavin metabolism
K00082	ko01100	Metabolic pathways
K00082	ko01110	Biosynthesis of secondary metabolites
K20576	ko00524	Neomycin, kanamycin and gentamicin biosynthesis
K20576	ko01130	Biosynthesis of antibiotics
K10129	ko04115	p53 signaling pathway
K07323	ko02010	ABC transporters
K16398	ko01052	Type I polyketide structures
K04376	ko04010	MAPK signaling pathway
K04376	ko05166	HTLV-I infection
K04376	ko05202	Transcriptional misregulation in cancer
K16970	ko05206	MicroRNAs in cancer
K07424	ko00140	Steroid hormone biosynthesis
K07424	ko00591	Linoleic acid metabolism
K07424	ko00830	Retinol metabolism
K07424	ko01100	Metabolic pathways
K07424	ko05204	Chemical carcinogenesis
K13554	ko00524	Neomycin, kanamycin and gentamicin biosynthesis
K13554	ko01130	Biosynthesis of antibiotics
K01643	ko02020	Two-component system
K20782	ko00514	Other types of O-glycan biosynthesis
K15484	ko05134	Legionellosis
K05725	ko01522	Endocrine resistance
K05725	ko04012	ErbB signaling pathway
K05725	ko04062	Chemokine signaling pathway
K05725	ko04151	PI3K-Akt signaling pathway
K05725	ko04360	Axon guidance
K05725	ko04370	VEGF signaling pathway
K05725	ko04510	Focal adhesion
K05725	ko04670	Leukocyte transendothelial migration
K05725	ko04810	Regulation of actin cytoskeleton
K05725	ko05100	Bacterial invasion of epithelial cells
K05725	ko05146	Amoebiasis
K05725	ko05165	Human papillomavirus infection
K05725	ko05200	Pathways in cancer
K05725	ko05202	Transcriptional misregulation in cancer
K05725	ko05205	Proteoglycans in cancer
K05725	ko05222	Small cell lung cancer
K05725	ko05418	Fluid shear stress and atherosclerosis
K11225	ko04217	Necroptosis
K11225	ko04630	Jak-STAT signaling pathway
K11225	ko04658	Th1 and Th2 cell differentiation
K11225	ko04659	Th17 cell differentiation
K11225	ko05161	Hepatitis B
K11225	ko05200	Pathways in cancer
K11225	ko05321	Inflammatory bowel disease (IBD)
K05380	ko00196	Photosynthesis - antenna proteins
K15291	ko04721	Synaptic vesicle cycle
K15291	ko04723	Retrograde endocannabinoid signaling
K01524	ko00230	Purine metabolism
K16056	ko04020	Calcium signaling pathway
K16056	ko04024	cAMP signaling pathway
K16056	ko04611	Platelet activation
K16056	ko04924	Renin secretion
K16056	ko04925	Aldosterone synthesis and secretion
K16056	ko04927	Cortisol synthesis and secretion
K16056	ko05340	Primary immunodeficiency
K21258	ko01059	Biosynthesis of enediyne antibiotics
K21258	ko01130	Biosynthesis of antibiotics
K09699	ko00280	Valine, leucine and isoleucine degradation
K09699	ko00640	Propanoate metabolism
K09699	ko01100	Metabolic pathways
K09699	ko01110	Biosynthesis of secondary metabolites
K09699	ko01130	Biosynthesis of antibiotics
K05430	ko04060	Cytokine-cytokine receptor interaction
K05430	ko04151	PI3K-Akt signaling pathway
K05430	ko04630	Jak-STAT signaling pathway
K05430	ko04640	Hematopoietic cell lineage
K05430	ko04657	IL-17 signaling pathway
K05430	ko04658	Th1 and Th2 cell differentiation
K05430	ko04659	Th17 cell differentiation
K05430	ko04660	T cell receptor signaling pathway
K05430	ko04664	Fc epsilon RI signaling pathway
K05430	ko04672	Intestinal immune network for IgA production
K05430	ko05140	Leishmaniasis
K05430	ko05162	Measles
K05430	ko05200	Pathways in cancer
K05430	ko05310	Asthma
K05430	ko05320	Autoimmune thyroid disease
K05430	ko05321	Inflammatory bowel disease (IBD)
K05430	ko05330	Allograft rejection
K06369	ko02024	Quorum sensing
K02224	ko00860	Porphyrin and chlorophyll metabolism
K02224	ko01100	Metabolic pathways
K02224	ko01120	Microbial metabolism in diverse environments
K06479	ko04650	Natural killer cell mediated cytotoxicity
K00920	ko00562	Inositol phosphate metabolism
K00920	ko04070	Phosphatidylinositol signaling system
K00920	ko04810	Regulation of actin cytoskeleton
K02831	ko04111	Cell cycle - yeast
K02831	ko04113	Meiosis - yeast
K15758	ko00622	Xylene degradation
K15758	ko00623	Toluene degradation
K15758	ko01100	Metabolic pathways
K15758	ko01120	Microbial metabolism in diverse environments
K15758	ko01220	Degradation of aromatic compounds
K13846	ko05144	Malaria
K01699	ko00640	Propanoate metabolism
K11039	ko02024	Quorum sensing
K06069	ko04015	Rap1 signaling pathway
K06069	ko04144	Endocytosis
K06069	ko04390	Hippo signaling pathway
K06069	ko04391	Hippo signaling pathway - fly
K06069	ko04530	Tight junction
K06069	ko04611	Platelet activation
K06069	ko04910	Insulin signaling pathway
K06069	ko05165	Human papillomavirus infection
K01346	ko04972	Pancreatic secretion
K01346	ko04974	Protein digestion and absorption
K17719	ko00590	Arachidonic acid metabolism
K17719	ko00591	Linoleic acid metabolism
K17719	ko00830	Retinol metabolism
K17719	ko00980	Metabolism of xenobiotics by cytochrome P450
K17719	ko00982	Drug metabolism - cytochrome P450
K17719	ko01100	Metabolic pathways
K17719	ko04726	Serotonergic synapse
K17719	ko05204	Chemical carcinogenesis
K12823	ko03040	Spliceosome
K12823	ko05202	Transcriptional misregulation in cancer
K12823	ko05205	Proteoglycans in cancer
K08495	ko04130	SNARE interactions in vesicular transport
K17832	ko00281	Geraniol degradation
K17832	ko01130	Biosynthesis of antibiotics
K10909	ko02020	Two-component system
K10909	ko02024	Quorum sensing
K10909	ko05111	Biofilm formation - Vibrio cholerae
K14475	ko05143	African trypanosomiasis
K12838	ko03040	Spliceosome
K14273	ko00040	Pentose and glucuronate interconversions
K21360	ko00290	Valine, leucine and isoleucine biosynthesis
K21360	ko00966	Glucosinolate biosynthesis
K21360	ko01100	Metabolic pathways
K21360	ko01110	Biosynthesis of secondary metabolites
K21360	ko01210	2-Oxocarboxylic acid metabolism
K10242	ko02010	ABC transporters
K08107	ko05205	Proteoglycans in cancer
K08107	ko05418	Fluid shear stress and atherosclerosis
K22270	ko00362	Benzoate degradation
K22270	ko01120	Microbial metabolism in diverse environments
K03985	ko04610	Complement and coagulation cascades
K03985	ko05205	Proteoglycans in cancer
K01563	ko00361	Chlorocyclohexane and chlorobenzene degradation
K01563	ko00625	Chloroalkane and chloroalkene degradation
K01563	ko01100	Metabolic pathways
K01563	ko01120	Microbial metabolism in diverse environments
K12188	ko04144	Endocytosis
K14502	ko04075	Plant hormone signal transduction
K19388	ko05164	Influenza A
K12964	ko04060	Cytokine-cytokine receptor interaction
K12964	ko04062	Chemokine signaling pathway
K12964	ko04064	NF-kappa B signaling pathway
K12964	ko04620	Toll-like receptor signaling pathway
K12964	ko04623	Cytosolic DNA-sensing pathway
K12964	ko05132	Salmonella infection
K15015	ko04721	Synaptic vesicle cycle
K15015	ko04723	Retrograde endocannabinoid signaling
K15015	ko04727	GABAergic synapse
K15015	ko05032	Morphine addiction
K15015	ko05033	Nicotine addiction
K19610	ko02020	Two-component system
K00310	ko00480	Glutathione metabolism
K00310	ko00790	Folate biosynthesis
K21219	ko00730	Thiamine metabolism
K21219	ko01100	Metabolic pathways
K20942	ko00362	Benzoate degradation
K20942	ko01120	Microbial metabolism in diverse environments
K17989	ko00260	Glycine, serine and threonine metabolism
K17989	ko00270	Cysteine and methionine metabolism
K17989	ko00290	Valine, leucine and isoleucine biosynthesis
K17989	ko01100	Metabolic pathways
K17989	ko01110	Biosynthesis of secondary metabolites
K17989	ko01130	Biosynthesis of antibiotics
K17989	ko01200	Carbon metabolism
K17989	ko01230	Biosynthesis of amino acids
K06635	ko04110	Cell cycle
K06635	ko04114	Oocyte meiosis
K06635	ko05166	HTLV-I infection
K20169	ko00760	Nicotinate and nicotinamide metabolism
K20169	ko01120	Microbial metabolism in diverse environments
K06574	ko05144	Malaria
K13247	ko00040	Pentose and glucuronate interconversions
K13247	ko01100	Metabolic pathways
K06677	ko04111	Cell cycle - yeast
K15292	ko04721	Synaptic vesicle cycle
K18982	ko00053	Ascorbate and aldarate metabolism
K03267	ko03015	mRNA surveillance pathway
K05853	ko04020	Calcium signaling pathway
K05853	ko04022	cGMP-PKG signaling pathway
K05853	ko04972	Pancreatic secretion
K05853	ko05010	Alzheimer's disease
K14219	ko00970	Aminoacyl-tRNA biosynthesis
K05207	ko04080	Neuroactive ligand-receptor interaction
K05207	ko04730	Long-term depression
K13675	ko00514	Other types of O-glycan biosynthesis
K15493	ko04728	Dopaminergic synapse
K09883	ko00860	Porphyrin and chlorophyll metabolism
K09883	ko01100	Metabolic pathways
K20584	ko00524	Neomycin, kanamycin and gentamicin biosynthesis
K20584	ko01130	Biosynthesis of antibiotics
K12096	ko05120	Epithelial cell signaling in Helicobacter pylori infection
K17369	ko05206	MicroRNAs in cancer
K06842	ko04360	Axon guidance
K01745	ko00340	Histidine metabolism
K01745	ko01100	Metabolic pathways
K16683	ko04391	Hippo signaling pathway - fly
K16683	ko04392	Hippo signaling pathway - multiple species
K05849	ko04020	Calcium signaling pathway
K05849	ko04022	cGMP-PKG signaling pathway
K05849	ko04371	Apelin signaling pathway
K05849	ko04740	Olfactory transduction
K05849	ko04974	Protein digestion and absorption
K11142	ko00330	Arginine and proline metabolism
K11142	ko00480	Glutathione metabolism
K11142	ko01100	Metabolic pathways
K13318	ko00523	Polyketide sugar unit biosynthesis
K13318	ko01130	Biosynthesis of antibiotics
K19846	ko04011	MAPK signaling pathway - yeast
K11528	ko00520	Amino sugar and nucleotide sugar metabolism
K11528	ko01100	Metabolic pathways
K11528	ko01130	Biosynthesis of antibiotics
K01183	ko00520	Amino sugar and nucleotide sugar metabolism
K01183	ko01100	Metabolic pathways
K19588	ko00040	Pentose and glucuronate interconversions
K19588	ko00053	Ascorbate and aldarate metabolism
K17451	ko00310	Lysine degradation
K06683	ko04111	Cell cycle - yeast
K06683	ko04113	Meiosis - yeast
K06683	ko04392	Hippo signaling pathway - multiple species
K08096	ko00740	Riboflavin metabolism
K08096	ko01100	Metabolic pathways
K12457	ko04010	MAPK signaling pathway
K12457	ko04014	Ras signaling pathway
K12457	ko04151	PI3K-Akt signaling pathway
K12457	ko04722	Neurotrophin signaling pathway
K20532	ko02024	Quorum sensing
K04588	ko04080	Neuroactive ligand-receptor interaction
K04588	ko04972	Pancreatic secretion
K04588	ko04976	Bile secretion
K14601	ko00624	Polycyclic aromatic hydrocarbon degradation
K14601	ko01100	Metabolic pathways
K14601	ko01120	Microbial metabolism in diverse environments
K14468	ko00640	Propanoate metabolism
K14468	ko00720	Carbon fixation pathways in prokaryotes
K14468	ko01100	Metabolic pathways
K14468	ko01120	Microbial metabolism in diverse environments
K14468	ko01200	Carbon metabolism
K07196	ko04910	Insulin signaling pathway
K05292	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
K05292	ko01100	Metabolic pathways
K01582	ko00310	Lysine degradation
K01582	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
K01582	ko01100	Metabolic pathways
K01582	ko01110	Biosynthesis of secondary metabolites
K19605	ko04340	Hedgehog signaling pathway
K13406	ko01100	Metabolic pathways
K06786	ko04530	Tight junction
K06786	ko05120	Epithelial cell signaling in Helicobacter pylori infection
K00972	ko00520	Amino sugar and nucleotide sugar metabolism
K00972	ko01100	Metabolic pathways
K00972	ko01130	Biosynthesis of antibiotics
K13024	ko04070	Phosphatidylinositol signaling system
K04787	ko01053	Biosynthesis of siderophore group nonribosomal peptides
K20327	ko02024	Quorum sensing
K09234	ko05202	Transcriptional misregulation in cancer
K05160	ko04060	Cytokine-cytokine receptor interaction
K02180	ko04110	Cell cycle
K02180	ko04111	Cell cycle - yeast
K02180	ko05166	HTLV-I infection
K05907	ko00920	Sulfur metabolism
K05907	ko01120	Microbial metabolism in diverse environments
K07382	ko00902	Monoterpenoid biosynthesis
K07382	ko00903	Limonene and pinene degradation
K07382	ko01110	Biosynthesis of secondary metabolites
K01077	ko00730	Thiamine metabolism
K01077	ko00790	Folate biosynthesis
K01077	ko01100	Metabolic pathways
K01077	ko02020	Two-component system
K08033	ko04950	Maturity onset diabetes of the young
K01517	ko00230	Purine metabolism
K01517	ko00564	Glycerophospholipid metabolism
K06902	ko04138	Autophagy - yeast
K12261	ko04146	Peroxisome
K07709	ko02020	Two-component system
K07972	ko04745	Phototransduction - fly
K06074	ko02010	ABC transporters
K05605	ko00280	Valine, leucine and isoleucine degradation
K05605	ko00410	beta-Alanine metabolism
K05605	ko00640	Propanoate metabolism
K05605	ko01100	Metabolic pathways
K05605	ko01200	Carbon metabolism
K07209	ko01523	Antifolate resistance
K07209	ko04010	MAPK signaling pathway
K07209	ko04014	Ras signaling pathway
K07209	ko04062	Chemokine signaling pathway
K07209	ko04064	NF-kappa B signaling pathway
K07209	ko04068	FoxO signaling pathway
K07209	ko04150	mTOR signaling pathway
K07209	ko04151	PI3K-Akt signaling pathway
K07209	ko04210	Apoptosis
K07209	ko04380	Osteoclast differentiation
K07209	ko04620	Toll-like receptor signaling pathway
K07209	ko04621	NOD-like receptor signaling pathway
K07209	ko04622	RIG-I-like receptor signaling pathway
K07209	ko04623	Cytosolic DNA-sensing pathway
K07209	ko04624	Toll and Imd signaling pathway
K07209	ko04657	IL-17 signaling pathway
K07209	ko04658	Th1 and Th2 cell differentiation
K07209	ko04659	Th17 cell differentiation
K07209	ko04660	T cell receptor signaling pathway
K07209	ko04662	B cell receptor signaling pathway
K07209	ko04668	TNF signaling pathway
K07209	ko04722	Neurotrophin signaling pathway
K07209	ko04910	Insulin signaling pathway
K07209	ko04920	Adipocytokine signaling pathway
K07209	ko04930	Type II diabetes mellitus
K07209	ko04931	Insulin resistance
K07209	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K07209	ko05120	Epithelial cell signaling in Helicobacter pylori infection
K07209	ko05131	Shigellosis
K07209	ko05142	Chagas disease (American trypanosomiasis)
K07209	ko05145	Toxoplasmosis
K07209	ko05160	Hepatitis C
K07209	ko05161	Hepatitis B
K07209	ko05164	Influenza A
K07209	ko05165	Human papillomavirus infection
K07209	ko05166	HTLV-I infection
K07209	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K07209	ko05168	Herpes simplex infection
K07209	ko05169	Epstein-Barr virus infection
K07209	ko05200	Pathways in cancer
K07209	ko05206	MicroRNAs in cancer
K07209	ko05212	Pancreatic cancer
K07209	ko05215	Prostate cancer
K07209	ko05220	Chronic myeloid leukemia
K07209	ko05221	Acute myeloid leukemia
K07209	ko05222	Small cell lung cancer
K07209	ko05418	Fluid shear stress and atherosclerosis
K18002	ko00405	Phenazine biosynthesis
K18002	ko01130	Biosynthesis of antibiotics
K18002	ko02024	Quorum sensing
K18002	ko02025	Biofilm formation - Pseudomonas aeruginosa
K13322	ko00523	Polyketide sugar unit biosynthesis
K13322	ko01130	Biosynthesis of antibiotics
K08387	ko04080	Neuroactive ligand-receptor interaction
K14003	ko04141	Protein processing in endoplasmic reticulum
K16244	ko00361	Chlorocyclohexane and chlorobenzene degradation
K16244	ko00362	Benzoate degradation
K16244	ko00623	Toluene degradation
K16244	ko01100	Metabolic pathways
K16244	ko01120	Microbial metabolism in diverse environments
K16244	ko01220	Degradation of aromatic compounds
K22373	ko00620	Pyruvate metabolism
K04836	ko04742	Taste transduction
K06536	ko05162	Measles
K05526	ko00330	Arginine and proline metabolism
K05526	ko01100	Metabolic pathways
K00860	ko00230	Purine metabolism
K00860	ko00920	Sulfur metabolism
K00860	ko01100	Metabolic pathways
K00860	ko01120	Microbial metabolism in diverse environments
